Title,Series_Title,Issue_Number,Issue_Variant,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Currency,Sale_Price,Shipping_Price,Sell_Method,Num_of_Bids,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score,listing_url
AMAZING SPIDER-MAN #492 and #493 (MARVEL 2003) J SCOTT CAMPBELL COVERS NM,Amazing Spider-Man,9999, and ,https://i.ebayimg.com/images/g/sXcAAOSwKNFjfly6/s-l500.jpg,Like New,9.4,Marvel Comics,2003,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,,US ,15.99,6.55,buy_it_now,,2022-12-23,"Kenilworth, New Jersey, United States",acgcardsandcollectibles,5280,https://www.ebay.com/itm/266005157605?hash=item3def2496e5:g:sXcAAOSwKNFjfly6&amdata=enc%3AAQAHAAAAoIslOsi9N4PG%2B31EqPCrUR00RdCUZ3e4c9ReusmnOGUaD3K6YzzGCVbfN68EgdlOoNUdLyy0OLUaDC1rkTwn20WqefMWSXQJLUsLf1UZJoVs1aeCDFqtAfzUYl%2F5oYhju2hrWrBn5819lrog6NNVkJTbeM4zRpqlt6PsAEHP7a%2B3KAK5G4z%2FrhphupygE1b4P4N%2Fke1nQEiU8IDPl%2Br9icE%3D%7Ctkp%3ABk9SR4DsmPunYQ
Untold Tales Of Spider-Man #11 : Busiek,,,,https://i.ebayimg.com/images/g/HGcAAOSw8d5fvm7L/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,2.50,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/184553191817?hash=item2af83a3989:g:HGcAAOSw8d5fvm7L&amdata=enc%3AAQAHAAAAoM4wacjMVDJW1fTc2ryhW42NuSUMqc62ps7wAUmRaVgD0QhfcZk6sJoWRBfVYpxGIL7YaoOJowoxAgcTOwkMljBh15M4KmUlsjcx%2FasDyRhgJ6OBVWh%2B82oaBvIdDNwBeesXSNrf0%2Fno4oO5wjjYAiVXYPtm%2Bb6fiLJe0Px8fwMS8hg4eKDmfLvsEC6ySu7Jg2AInUxQ9rsVpnC9hOBYnqk%3D%7Ctkp%3ABk9SR_rrmPunYQ
"Peter Parker The Spectacular Spider-Man Lot of 3 #24, #25, #26.  Marvel.  1978",Spectacular Spider-Man,17,,https://i.ebayimg.com/images/g/g98AAOSwuYJjmJ3G/s-l500.png,--,9.0,Marvel Comics,1978,Single Issue,US Comics,"1st Edition, First Printing, Key Issue",Bronze Age (1970-83),Comic Book,"Superheroes, Action, Adventure","Spider-Man, Iceman, Spider-Man (Peter Parker), Angel (Warren Worthington III)",,Marvel (MCU),US ,127.50,10.85,highest_bidder,33,2022-12-23,"Cedar Grove, New Jersey, United States",asellers2013,469,https://www.ebay.com/itm/225297481790?hash=item3474c6c03e:g:g98AAOSwuYJjmJ3G&amdata=enc%3AAQAHAAAAoMTYy4TYbf9YPZSA1XWUIHOXIHDDGCoYH7a4BTLrt%2FN3hHg%2BfGJOdPjQkU54c3O0jqd63eCbJOiA5OhbwwGZ5GszlyEanBxczLOnsBDVUVe0azEgxtBBGCRFlzW9gCgUt8cf7vUs5cMUN8LmFNqOUudx2BkBrzTs4CDRLM%2BBavxJInyw3vCZLsPlwY%2FIzyo3f0e6L25%2F5Np2wj93RQ7jTfc%3D%7Ctkp%3ABk9SR_rrmPunYQ
SPIDERMAN AMAZING #148 VF (8.0) SEPTEMBER 1975 CLONE SAGA MARVEL COMICS **,,,,https://i.ebayimg.com/images/g/CtEAAOSwz2piGLcb/s-l500.jpg,Very Good,,,,,,,,,,,,,GBP,49.99,12.99,buy_it_now,,2022-12-23,"Saltney, Chester, Cheshire, United Kingdom",silver-acre,158559,https://www.ebay.com/itm/134035179787?hash=item1f351e890b:g:CtEAAOSwz2piGLcb&amdata=enc%3AAQAHAAAAoI%2FQ3LoHcSu4PTVKEfzJT6%2BsbwZSnyruMmKdlFXbKA1oVxViTbGdHXV5C390J5VKUAlPNYhCi9BzMYwVQBx8Z3UUNHfkxXnslAT0haxZV98M3tejwKhdjokUaa1xGMOl8PMQvztC3qe6W0ees4CmcNA07B4tE7hKGog8W04JY%2BUnymHMdqnBQXMuBpLch0qmHBG89rKbC5ilaNwc0mOWrjw%3D%7Ctkp%3ABk9SR_rrmPunYQ
The Sensational Spider-Man #0 | Lenticular Cover | 1996  | Jurgens,The Sensational Spider-Man,,,https://i.ebayimg.com/images/g/mw8AAOSwKA5jn0DH/s-l500.jpg,Like New,,Marvel Comics,1996,,US Comics,Limited Virgin Variant,,Comic Book,,Spider-Man,The Sensational Spider-Man,,US ,10.00,3.49,buy_it_now,,2022-12-23,"Rego Park, New York, United States",zavalasemporium,437,https://www.ebay.com/itm/404061175899?hash=item5e13ec405b:g:mw8AAOSwKA5jn0DH&amdata=enc%3AAQAHAAAAoL477L5uxpL40qHDvKkQ2T4%2B0itnctI1%2BRWWydSxKoQEtjFs3EXbV8rb9btUuebem1JWU46pGXV7F5NrK5c9yCpiKzgNLrDok7lRpl29p7%2Fv8DVh%2BD8KtxpmSeTteVjQVnt7uS0y25pS2zXDMFlwKHvdzGsCDPojJNuvIZTvUJxM27bUtP6b0rDz%2B0fhEiktZULpaGR0BeOIKONjR2ggo0c%3D%7Ctkp%3ABk9SR_rrmPunYQ
Untold Tales Of Spider-Man #11 : Busiek,,,,https://i.ebayimg.com/images/g/lHoAAOSwhodfvm5x/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,2.50,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/184553190843?hash=item2af83a35bb:g:lHoAAOSwhodfvm5x&amdata=enc%3AAQAHAAAAoIJy1eveXSGVHP5ifYmNdJTPqw%2BjBXfp8Nf%2BvSBgrSXvqVM4OJXco2wgoZCs46FpQPAjGdWlQ7eQvu3rl%2Fv%2Bi7iNX180Wy1Rv%2Bzhca85mMeT8CaYLY15nKW4r2MArxTZdt8vcVgwkk0Nx7TyNYEoVUcOOn1qh0asu8METV2au3q7Zu%2BVF92ZBjDuG09amO4SdUmBEIFuvN7YkXLcd%2BRpOCk%3D%7Ctkp%3ABk9SR_rrmPunYQ
Peter Parker The Spectacular Spider-Man #24 -1st Hypno-Hustler Donald Glover VF+,The Spectacular Spider-Man,24,,https://i.ebayimg.com/images/g/BrAAAOSwJUBjpMTZ/s-l500.jpg,Like New,,Marvel Comics,1978,Single Issue,US Comics,First Printing,Bronze Age (1970-83),Comic Book,Superheroes,"Spider-Man (Peter Parker), Hypno-hustler",,Marvel (MCU),US ,59.99,5.00,buy_it_now,,2022-12-23,"Jacksonville, Florida, United States",ironicspidercomics,545,https://www.ebay.com/itm/385309265818?hash=item59b638cf9a:g:BrAAAOSwJUBjpMTZ&amdata=enc%3AAQAHAAAA4EBrAp60AEsYSG6xwu1osj59Ps48583%2B1Eul78LSn%2FhEvu01HvU2fEgP65M8fSrUwuxEzVDw3r%2FrH6JbSPNYHue521ZQdo0Cc1xzXaFzTYZnAY%2BO95IgcGnh5j1zf8bYPtN93elei05tIR4vt31kz03N8pKO72yVWqY99FEqGl1K7uKf0ocwI8nOCC4NK%2FwFh%2F1Tt0N7iM2%2F63GePZ4vmIngPRS9wrv4oU1mYXAaNAl5UPX4%2FkCR%2FOTS2ZUm7T%2BGBdr0eE7KqoIkuJeXDNZ2LWocFWyew%2BXA4tfyH0erBN4n%7Ctkp%3ABk9SR_rrmPunYQ
Spider-Man 2099 #1 ( 1992) 1st Appearance of Spider-Man 2099,Spider-Man 2099,1,,https://i.ebayimg.com/images/g/fpsAAOSwgb9jbWc~/s-l500.jpg,--,,Marvel,1992,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,Marvel (MCU),US ,16.99,3.99,buy_it_now,,2022-12-23,"Johnson City, Tennessee, United States",aziraphale1,727,https://www.ebay.com/itm/185698423382?hash=item2b3c7d1256:g:fpsAAOSwgb9jbWc~&amdata=enc%3AAQAHAAAAoOBWIp3aWQcsD8tzPgdo2Q0f9GTSuiYY00LVrJDALQg%2BAlWt%2B9VuXanw7S5tmeT%2F0W5zptefuja2TkuihYyvNYzvNjDqqtSZSNe5SHzXe5x18pX%2FemSj3s2290OSMAZogoSZJxhN9JYm%2BawQzHSKK7EVFGwIvLvltmFJG1rA%2FM83mYg7iI3%2FaJkRZLh%2BMKjKkC%2F9f7j12jeFKbvMz714Xsk%3D%7Ctkp%3ABk9SR4DsmPunYQ
Symbiote Spider-Man #1 - 1:200 Gwen Stacy Artgerm Variant - Marvel Comics 2019,Symbiote Spider-Man,1,,https://i.ebayimg.com/images/g/l60AAOSw4yBiJ7ec/s-l500.jpg,--,,Marvel Comics,2019,Single Issue,US Comics,Variant Cover,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US ,79.99,7.55,buy_it_now,,2022-12-23,"Monroeville, Pennsylvania, United States",phantom30,1212,https://www.ebay.com/itm/294853507092?hash=item44a6a37814:g:l60AAOSw4yBiJ7ec&amdata=enc%3AAQAHAAAAoEpvDq9j%2FJqb2jIAufQ%2FcPlFnqvVriJpVKNpg6hraaycIQv3SutLJExeccJ7HuENF0FT5M5yauWuCto8QbMeS1eFcDBxbGA3pTyDC1DmCM26sVfzoSG%2BIWIVcGcDUuX7WcAa3DjXVXQY00QLrTVX6ooEhlektEIj6P6%2FiqQkVC%2BtMnv21SyR52O1xZuqt6%2BKrhWT2cV2aYcLCHSaedl92j4%3D%7Ctkp%3ABk9SR_7rmPunYQ
Marvel Premiere #17 Marvel Comics Early Iron Fist Appearance CGC 9.2,Marvel Premiere,17,,https://i.ebayimg.com/images/g/EAsAAOSwkLZjnycw/s-l500.jpg,Brand New,9.2,Marvel Comics,1974,Softcover,US Comics,"First Printing, 1st Edition, Certificates of Authenticity (COA) Included, Collector's Edition, Commercial Comic, First Character Appearance, Key Issue, Limited Edition, Numbered, One-shot, Special Edition, Uncorrected Proof, Variant Cover, Vintage Paperback",Bronze Age (1970-83),Comic Book,"Action, Cosmic, Crime & Thriller, Drama, Games, Horror & Sci-Fi, Military, Movie,TV & Music, Movie & TV, Movie Adaptation, Superheroes, Supernatural, TV-Comic, War","Deadpool, Ant-Man (Hank Pym), Ant-Man (Scott Lang), Ghost-Spider, Gorr the God Butcher, Green Goblin (Harry Osborn), Green Goblin (Norman Osborn), Groot, Spider-Girl, Spider-Gwen, Spider-Man (Miles Morales), Spider-Man (Peter Parker), Spider-Man 2099, Spider-Woman (Gwen Stacy), Spider-Woman (Jessica Drew), Spider-Woman (Julia Carpenter), Spider-Woman (May Parker), Wolverine (Laura Kinney), Wolverine (Logan), blade",,"Alien, DC Universe, Disney, Dungeons & Dragons, GI Joe, Marvel (MCU), Power Rangers, Star Wars, The Walking Dead, Transformers, Umbrella Academy",C ,66.00,14.00,highest_bidder,12,2022-12-23,"Dartmouth, Nova Scotia, Canada",koalacomics,937,https://www.ebay.com/itm/334670310338?hash=item4debe7abc2:g:EAsAAOSwkLZjnycw&amdata=enc%3AAQAHAAAAoNe2QB7fNERxLCpU0%2BIJ%2BqD7OnqMP1wnprbI8uobS87PJn2HQQEJ78ahAqsZYc8qxBd043eP7PEy5ZonwJygKkfJazsQhAOs0LrmKEZMIbQbmic6qLxeDG0DEZ1rnw1yl3iSn9b3GEyvke9bOlJniK0ryoMROUr8f1GyRmST0gN4GXdp5TCQrRN22aujoDl4Tz%2F3Os83yi6GLYE9Mz8ypdo%3D%7Ctkp%3ABk9SR4DsmPunYQ
"Spectacular Spider-Man #158, VF/NM 9.0, Possessed by Captain Universe ",Spectacular Spider-Man,158,,https://i.ebayimg.com/images/g/Rx8AAOSwKpVi575k/s-l500.jpg,Like New,9.0,Marvel,1989,Single Issue,US Comics,"1st Edition, Boarded, Key Issue",Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US ,8.00,3.95,buy_it_now,,2022-12-23,"Plano, Texas, United States",purloined18,11156,https://www.ebay.com/itm/115481185717?hash=item1ae3370db5:g:Rx8AAOSwKpVi575k&amdata=enc%3AAQAHAAAA4JufHGGeJO8jKB8lhYguLMGjQ4a6EA83tgJ%2FaNTZJrvyFS7wrULD9S903KyNfanB2%2BBzsfnjSTdQGyAreXHwtjVX3GmP0k9dwDHXvOv9YmH%2Fh5ZBiqMA%2BUvSKjaQZvr%2BxMD1Fi70C0T52OCTu0IWmSz00GPrXOmz3GPEfNiLElbz0axW8ue8SBe3BIOyNFb4tjsiLl6buE39e%2FsrDQC9MBrlUrJCJbY06wJjT%2B7IZg1ms6%2BLjdFRIVA9ELM8TZE7sO7pew9wwSpxsuDK%2FWg4iUZcHB5fYlfd87WhS2BMr2hE%7Ctkp%3ABk9SR_7rmPunYQ
Amazing Spiderman #36 - 9/11 Issue - Excellent Condition,Amazing Spider-Man,299,,https://i.ebayimg.com/images/g/uN4AAOSw~e5jhkRq/s-l500.jpg,Very Good,8.5,,,,US Comics,,,,,Amazing Spider-Man,,,US ,43.00,5.85,buy_it_now,,2022-12-23,"Little Falls, New Jersey, United States",carnage7598-1,170,https://www.ebay.com/itm/285056798345?hash=item425eb58e89:g:uN4AAOSw~e5jhkRq&amdata=enc%3AAQAHAAAAoE9Vq4yg82bUsTTux1VKcXa5pNv0X%2FDddtMwvGa%2FUP0jyOGQFlHtZA51ecnsSRQOBuCevM6HD4x%2BbRJtXcvL1odRiq%2FIUzDlEEVWq4qws%2BLtYHoZ6e0g6jZL7FqPxo3u2TevlDNQdh2xtf2bzIwzDUOLL9bVRHRXrY%2F3shQMsv%2B5B5tbMgCwZRVLV8kBkOfvCEfkZuqu3Q5KdNAByGgJ7vw%3D%7Ctkp%3ABk9SR_7rmPunYQ
"1977 Marvel Spectacular Spiderman #3, 9 GD 2.5 / VG 4.0  (2 Comic LOT)",Spectacular Spider-Man,20,,https://i.ebayimg.com/images/g/Q2oAAOSw6ili6A8Y/s-l500.jpg,Very Good,,Marvel Comics,1978,Single Issue,US Comics,"1st Edition, Boarded, Key Issue",Bronze Age (1970-83),Comic Book,,Spectacular Spider-Man,,Marvel (MCU),US ,22.99,6.99,buy_it_now,,2022-12-23,"Pearland, Texas, United States",joes_collectables2,5390,https://www.ebay.com/itm/374197621674?hash=item571fea93aa:g:Q2oAAOSw6ili6A8Y&amdata=enc%3AAQAHAAAAoLdU9hrq2dDVBf92RMNMcHlCC0086edq3rwfHRmZLGEiIxqrfuC276UBhF7nIjcXun4tTmidHRmeLGoPHaUeh6b2moTi0km2F%2FdekKIRYX6uV0pKuTTqFtymRcZp3mpa5cCRcpwrNGZOofQXUcq2A4hATvlvT1%2FJXGAZ1E297ZNVOQm1F8OzYxoYb%2BcDYGn2QDy45LTiYMLuue%2BxMhxN2zE%3D%7Ctkp%3ABk9SR_7rmPunYQ
