Title,Series_Title,Issue_Number,Issue_Variant,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Currency,Sale_Price,Shipping_Price,Sell_Method,Num_of_Bids,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score,listing_url
,Spider-Man,1,,,,,Marvel,2022,Single Issue,US Comics,Variant Cover,Modern Age (1992-Now),Incentive Variant,Superheroes,"Gwen Stacy, Spider-Gwen, Miles Morales, Spider-Man, Mary Jane, Spider-Woman",Spider-Man,Marvel,,0.0,0.0,,,,,,,https://www.ebay.com/itm/225233747208?hash=item3470fa3d08:g:q1MAAOSwh-xjYnUb&amdata=enc%3AAQAHAAAA4DcN2%2BmtPqiManR9ayEBJMSJ8FqN2F%2BkO%2F8jqlHg3fDZY%2BYz8k3jBEkNEejphOXLtP8bRvelvZ4Id9cfovs0VZLh57qgLhBDZ9iMho4Aoi%2B2UULkHj2JhKaIljTTtqJzvX7lzq2Jg%2BWtbYDjtP9mXXWsQykOVWQIWiE7wWzo4AZ3qpJKSuCoFlV9w7jiow3YBNn3qneUKkG3TZSVai2YIk7hsnYpt%2BASxyH6sDSz9eqdAC856TGo5QmZ4W8wWYggX3oE1E6cbiLj%2BkksQZed2PXpG29AHx%2F3eM4Zx3IAYoix%7Ctkp%3ABk9SR7aGufunYQ
Amazing Spider-Man # 120 Fine Plus [The Hulk] Pence Copy,Amazing Spider-Man,120,,https://i.ebayimg.com/images/g/Kn0AAOSwMnhjpMLM/s-l500.jpg,Very Good,6.5,Marvel,,Single Issue,US Comics,,Bronze Age (1970-83),Comic,Superheroes,Spider-Man,,Marvel,GBP,49.95,25.05,buy_it_now,,2022-12-23,"Glasgow, United Kingdom",silver-key-comix,3241,https://www.ebay.com/itm/225313055123?hash=item3475b46193:g:Kn0AAOSwMnhjpMLM&amdata=enc%3AAQAHAAAAoGejJk01oNA2z9Okg2yxdK6nMHZDigaamG9SNpmgkeejcjthgXQf597aDQvTBu%2FX9BeUoMXkh2vO2VhrbATmL9rhhpWoARrAs9k3X4C73YimIXf8XvOisqzCiX0%2F4xJhks%2BM9hzBjZTRIvZyQC8rBrBkDW8FQFNj9TIDRcYgtYQuSrPNBlLPrmspNpalqn2QigT%2FTWRMb7eY%2FPduT%2FP34wM%3D%7Ctkp%3ABk9SR9rLu_unYQ
Spider-Man/Ven,Venom,1,,https://i.ebayimg.com/images/g/vHoAAOSwJIZiN26H/s-l500.jpg,--,,Other,2021,,US Comics,,,,,Spider-Man,,,US ,40.00,12.75,best_offer_accepted,,2022-12-23,"Woodside, New York, United States",da.crew.inc,49,https://www.ebay.com/itm/175208319020?hash=item28cb3ac82c:g:vHoAAOSwJIZiN26H&amdata=enc%3AAQAHAAAAoA9G6c3hH5AfpGPfWo1TTBskhwfP4rOuvFz1nXGsjixMzkEKkwGnKMXw%2BxCrrTmMnHtK2wbMD9Bur6%2BeM34vT7dZQUW8WXCCopQctPxUGtnpoTmr34W3I7AuMIebVR5ZJwrUDxIa4bKgEw%2BrW9SdGHOTmoD9sNEut7wi8jdh%2BHLupecxLt3f51WR64iM6%2Bu2hWfq7Zm%2BpMFUFvMRLmPHOMI%3D%7Ctkp%3ABk9SR9jLu_unYQ
Incredible Hulk #6 Marvel 1st Appearance Titan Hulk 1:25 Variant   🔑 CGC 9.6,Hulk,6,,https://i.ebayimg.com/images/g/mGoAAOSwit1jnwJy/s-l500.jpg,Brand New,9.6,Marvel Comics,2022,Softcover,US Comics,"First Printing, 1st Edition, Collector's Edition, Commercial Comic, First Character Appearance, Key Issue",Modern Age (1992-Now),Comic Book,"Action, Cosmic, Crime & Thriller, Drama, Games, Horror & Sci-Fi, Military, Movie,TV & Music, Movie & TV, Movie Adaptation, Superheroes, Supernatural, TV-Comic, War","Deadpool, Ant-Man (Hank Pym), Ant-Man (Scott Lang), Ghost-Spider, Gorr the God Butcher, Green Goblin (Harry Osborn), Green Goblin (Norman Osborn), Groot, Spider-Girl, Spider-Gwen, Spider-Man (Miles Morales), Spider-Man (Peter Parker), Spider-Man 2099, Spider-Woman (Gwen Stacy), Spider-Woman (Jessica Drew), Spider-Woman (Julia Carpenter), Spider-Woman (May Parker), Wolverine (Laura Kinney), Wolverine (Logan), blade",,"Alien, DC Universe, Disney, Dungeons & Dragons, GI Joe, Marvel (MCU), Power Rangers, Star Wars, The Walking Dead, Transformers, Umbrella Academy",C ,31.00,14.00,highest_bidder,6,2022-12-23,"Dartmouth, Nova Scotia, Canada",koalacomics,937,https://www.ebay.com/itm/334670201735?hash=item4debe60387:g:mGoAAOSwit1jnwJy&amdata=enc%3AAQAHAAAA4DmPEPzNHVbBIfZyJN0BC3LbeEoUQXeHsxxdA532mEjtsANy4qHGHvHcaV9xgSNbD%2Bjd5XpB5bEK94dMqwv2w%2F1txcoQbyliUiom249mynyMEalaIBq9SpZXyAsjC%2BZO7MrqOuRFa5Y6Sl3ip0W7%2Fwg1r6LkDEM%2FVAQAaHNwGk8cALC5hToKs3%2BcJBU4avgyQ5CBfJu0LhCwufD8h4nlRyWKXfzQFSAin1WvIKnqFPq2tyDBCAAnz3vNuu8AkQ5MkSBEK%2FJaWF0Mu%2FySUV%2FwJisE0u4gjiDGLlYfn084ER1t%7Ctkp%3ABk9SR7aGufunYQ
AXE Judgment Day #2 Marvel 2022 NM Cover by Mark Brooks,AXE Judgment Day,2,,https://i.ebayimg.com/images/g/UfoAAOSwx09jQwrB/s-l500.jpg,Brand New,9.4,Marvel Comics,2022,Single Issue,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,"Action, Adventure, Superheroes","Spider-Man (Peter Parker), Thor (Jane Foster), Captain America (Steve Rogers), Hulk (Bruce Banner), Iron Man (Tony Stark)",,Marvel (MCU),US ,4.50,4.75,buy_it_now,,2022-12-23,"Fletcher, North Carolina, United States",gorillakingcomicshq,902,https://www.ebay.com/itm/394280444841?hash=item5bccf223a9:g:UfoAAOSwx09jQwrB&amdata=enc%3AAQAHAAAAoLRZHqrePO0Y2qvIA6bhfHeD5mwM%2Byx0MilD776sB15BvxvAoGCTQPvthy20lp6eRoPrMpO7dJOaigXUMZ0nLD63jCn9sXIpVpEaHcRWUw3HDDbmfUZQfuEJizJqZfaUjvnj1CVy%2B6WflhJ%2Bp1VP0JHpL3syGUTihztcmlCJWIiB5bG7en6PxTZh%2FhsGkhtooWnzwWeVr2SvUGvW0gKE%2FKQ%3D%7Ctkp%3ABk9SR9rLu_unYQ
AMAZING SPIDER-MAN #1 GLEASON WEBHEAD VARIANT...MARV,,1,,https://i.ebayimg.com/images/g/U1MAAOSwjV5jAKtN/s-l500.jpg,Like New,,Marvel,,,,First Print,,,,,,,GBP,5.99,5.50,buy_it_now,,2022-12-23,"Southsea, United Kingdom",rockbottom40,22249,https://www.ebay.com/itm/265840536014?hash=item3de554a9ce:g:U1MAAOSwjV5jAKtN&amdata=enc%3AAQAHAAAAoFf%2FF4ZxtqCm8iyDlM0BtCvKYLENzOUm%2F95wJPxsp9tCk7w38%2BqPBB9ZhenhQX9I6UT1BvhRUG6L00PibT6i%2BhF3OX%2BjpzE6qb7Gxb3lsRuGEvCDONau%2BMufO3eSSMBm9tBE5r3Q%2B0ZtSyiOoPTAsLc0vJzqo%2FlJ9Pe6QPnQFf%2FnFhR%2BY26UcVluyeQ8ZQL%2BDmmJruk5X04u5B9dmd7OQx4%3D%7Ctkp%3ABk9SR9rLu_unYQ
Spectacular Spider-Man Peter Parker #107 VG- 3.5 1985,Spectacular Spider-Man,107,,https://i.ebayimg.com/images/g/SCUAAOSwGSZjg2QP/s-l500.jpg,--,3.5,Marvel,1985,,US Comics,,Copper Age (1984-1991),Comic Book,,Spider-Man,,,US ,13.00,6.60,buy_it_now,,2022-12-23,"Arlington, Texas, United States",mycomicshop,465617,https://www.ebay.com/itm/314248615694?hash=item492aad570e:g:SCUAAOSwGSZjg2QP&amdata=enc%3AAQAHAAAAoIP9wKRxnjdO5qH79IQaQL4Wp74oaN6feAfeZgXFNh%2B%2BUUjjkW25DNqZoABJUCtOx4lK4XM6x1MLX7eOFbTlEj6YyQGnHZxFmpqnzdpQKeTU%2F%2Bf%2BuovrUQ2VishcusASjO3Jebq%2Bk8DkvnODkgge%2BTmp5D4fqhDm7BHIGDWvRzvvuIhpLCeiWHyl9TUvB6uqGxCknJp2T%2B1AdKn%2Fv3%2FvCRA%3D%7Ctkp%3ABk9SR9jLu_unYQ
SPECTACULAR SPIDER-MAN  # 150     MARVEL COMICS,,,,https://i.ebayimg.com/images/g/44AAAOSwp6VhdA18/s-l500.jpg,--,,Marvel Comics,,,,,,,Superheroes,,,,GBP,2.95,20.98,buy_it_now,,2022-12-23,"birmingham, Warwickshire, United Kingdom",frog-brothers-comics,7182,https://www.ebay.com/itm/265373522380?hash=item3dc97e99cc:g:44AAAOSwp6VhdA18&amdata=enc%3AAQAHAAAAoDnTN7sr%2FgZucf9mYTWVAlUbnhL81s6JTMOSpTjZGhMiV6fmtLZTpRleDL6LdoW1Sg47kPk%2BtUmmVmKF4OCSdDb3vgBtLrWB0hH4o94B5q52yXj3stBcCp0Lz7ieGAil5jegPLFBqXQZ82fkJhR8R7SGVNEBFEbYPU47Mx0nNNm9l77AT0i7zzyMNFPq87s85Ppfid4RrTmQljT%2FxkwFhcI%3D%7Ctkp%3ABk9SR9rLu_unYQ
SPIDER-MAN  # 58    MARVEL COMICS,,,,https://i.ebayimg.com/images/g/7yoAAOSwkiZgJT-5/s-l500.jpg,--,,Marvel Comics,,,,,,,Superheroes,,,,GBP,2.95,20.98,buy_it_now,,2022-12-23,"birmingham, Warwickshire, United Kingdom",frog-brothers-comics,7182,https://www.ebay.com/itm/265049251966?hash=item3db62aa07e:g:7yoAAOSwkiZgJT-5&amdata=enc%3AAQAHAAAAoMVApNXjogyaKGumd1WaXqRh%2BCL3QQBSdGv2rQeTWXqdmIvzHNrzaxV%2FukAW0kAeHhyn1NPKZvWmLIzeWX%2BhUnStbqOcfxT94NceVls3NJBTGPvigI0WJwkimOuaIV0QBvhnJ0%2BCU0lPEJ7KTWqTd1849eiXt0R%2FZU2gL5neNlflZ9iBfzggh7FYTmGQdr4AhRJraOpgS%2FjP8Ml4X3orIVg%3D%7Ctkp%3ABk9SR9rLu_unYQ
Ultimate Fallout #4 (1st Print) NM and All New Ultimate Spider-Man #1 NM,Ultimate Fallout,4,,https://i.ebayimg.com/images/g/seEAAOSwZRpjmhe-/s-l500.jpg,Like New,,Marvel Comics,2011,,US Comics,,,Mark Bagley cover,Superheroes,"Thing (cameo), Kangaroo, Brett, Spider-Man (Peter Parker) (cameo), Reed Richards, Thor (Odinson), Valerie Cooper, Human Torch (Johnny Storm) (cameo), Spider-Man (Peter Parker), Thor (Thorlief Golmen) (cameo), Miles Morales, Captain America (Steve Rogers) (cameo), Invisible Woman (cameo), Ultimates (Captain America (Steve Rogers), Iron Man (Tony Stark)",,,US ,600.00,11.90,best_offer_accepted,,2022-12-23,"Portland, Oregon, United States",jacbri5175,2,https://www.ebay.com/itm/144855522402?epid=23056923117&hash=item21ba0fdc62:g:seEAAOSwZRpjmhe-&amdata=enc%3AAQAHAAAAoLrq1QLsCyKPPN1C3ipjuEbQOaCsXwZVgeG8VBszqeZG5912kDDwwpRl9k%2FIPl4wiFUsA9SnUlPijKWRR%2FzGMGuzWbuiBiRo0sDwiok%2B24xP%2BfPvATjanmzWBz7NmDiVG%2Byq5j6Cc9qsl9R5FIrXqvlwzhGLn%2BGHgkY3xupLJ7t00uwalMx5R0CihywUlsDLuuiX%2B7mZPKF7xOyrYhy6soc%3D%7Ctkp%3ABk9SR9zLu_unYQ
Amazing Spider-Man #58 CGC 7.5 White - Spider-Slayer,Amazing Spider-Man,,,https://i.ebayimg.com/images/g/c2AAAOSwkipiYzxK/s-l500.jpg,Like New,7.5,Marvel Comics,1968,,US Comics,,Silver Age (1956-69),,,,,,US ,129.00,17.00,best_offer_accepted,,2022-12-23,"Ann Arbor, Michigan, United States",peschw-68,637,https://www.ebay.com/itm/194996481911?hash=item2d66b22f77:g:c2AAAOSwkipiYzxK&amdata=enc%3AAQAHAAAAoMjz05Eg8lRYgDiyD8w4WXwH1Very%2BBEMJUTvFGqGz0KOUSRKzGI%2F5JRcETm%2BrR202eh2LE3GNmxxmlShmB%2FxxO80Qera1fgWjVyM7J2eagUAqPrJBpYp63pu66rCH9a%2FmRdbICG5c9TYqJ50NuDZok3qOzjQjruTsA3atrmPqK8O0y%2B5%2F9Bxqb6mj913CVRXYcCX53iyANxuwdYwjmrQg4%3D%7Ctkp%3ABk9SR9zLu_unYQ
"Peter Parker, The Spectacular Spider-Man #24 -1st Hypno-Hustler Donald Glover VF",The Spectacular Spider-Man,24,,https://i.ebayimg.com/images/g/OKYAAOSwHY9jpL8g/s-l500.jpg,--,,Marvel,1978,Single Issue,US Comics,First Printing,Bronze Age (1970-83),Comic Book,Superheroes,"Spider-Man (Peter Parker), Hypno-hustler",,Marvel (MCU),US ,69.99,4.50,buy_it_now,,2022-12-23,"Grand Rapids, Michigan, United States",eslamm,3726,https://www.ebay.com/itm/234831227547?hash=item36ad082a9b:g:OKYAAOSwHY9jpL8g&amdata=enc%3AAQAHAAAAoBFdI2W9%2B%2BDFiBUbHxomBkGFkzs4aoqI9jQ0Y%2Bev%2B8yAcZcUoXLaaCGNGFFr29OtlTQm%2B7%2BjI0sn48NlTcReyXfm%2B50e6g8XxElE6fAscgf540B4m%2Fhu9kqUWlOUzuS623%2BzC3KQqZ3jqVHIX%2FioS3mdkXzksz116WpX9TcgB0fuwDxa6lW9Xeng7THc%2FOgZivsDq4Oq70DJbuKSg5BsOX8%3D%7Ctkp%3ABk9SR9rLu_unYQ
CGC 9.8 | Amazing Spider-Man #4 | WHITE PAGES 1st Appearance Silk Cindy Moon,Amazing Spider-Man,4,,https://i.ebayimg.com/images/g/OFQAAOSwcSFjpHEh/s-l500.jpg,Like New,9.8,Marvel Comics,2014,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man,,Marvel (MCU),US ,197.77,13.65,highest_bidder,1,2022-12-23,"Fort Myers, Florida, United States",marvelous-cards-collectibles,3070,https://www.ebay.com/itm/364087668109?hash=item54c550ed8d:g:OFQAAOSwcSFjpHEh&amdata=enc%3AAQAHAAAAoFU8smVyAaW0seVXJdYrvjxhNFxS7f%2BLyP5fjiyU6i2Oflbnr3S3oVGe9aJRkOt0RI%2FFdqa%2BBsDfkdEGxMYfbWHnL0tUw1DUawM3z7mN1HRBH8bmXU19X6d4cXvRFpwL8qJuzPbeZ3gsKpZPd7uPt5RAB5emhnxB4rBO%2BSrXxLEVr8luEAR5PPTqyFsdCQf0H6DRQWREtSQFYXz5bIwSbdY%3D%7Ctkp%3ABk9SR9zLu_unYQ
,Amazing Spider-Man,129,,,,,Marvel Comics,1973,Single Issue,US Comics,,Bronze Age (1970-83),Comic Book,,"Punisher, Spider-Man (Peter Parker)",,,,0.0,0.0,,,,,,,https://www.ebay.com/itm/266031231849?hash=item3df0b27369:g:ZEoAAOSw8whi3TIg&amdata=enc%3AAQAHAAAA4MMxwyC%2FVppgW3dsJI4mw4UYoDIbRguHKsC70VY4gJi51S0VhPd567LH3MYImMwYDToMENMdsYVVyiGuPfZ65GDkQZ3mm606uxv%2FIP5I5xa5PO0kdjqcp7BspJGYXccTahLAKk5F7hb0iqR7NZnBymbC5yFeDjskWSa7LINsj1bfi5iwYmMpn1zDauyzbJjbLgjrbP7AFNY6kYNMj%2FfSCoqHKxquVATtQjlNGr3LZErkpmLEpecgr0gpDtR3x%2FB%2BwV3umnfsMHjOtZX1pz2Mxgl%2FqZ%2BcBzmksOHnTiaekekz%7Ctkp%3ABk9SR9zLu_unYQ
"Peter Parker The Spectacular Spider-Man Lot of 3 #29, #31, #32.  Marvel",Spectacular Spider-Man,17,,https://i.ebayimg.com/images/g/OqEAAOSwf2djmKAR/s-l500.png,--,9.0,Marvel Comics,1978,Single Issue,US Comics,"1st Edition, First Printing, Key Issue",Bronze Age (1970-83),Comic Book,"Superheroes, Action, Adventure","Spider-Man, Iceman, Spider-Man (Peter Parker), Angel (Warren Worthington III)",,Marvel (MCU),US ,5.99,10.85,highest_bidder,1,2022-12-23,"Cedar Grove, New Jersey, United States",asellers2013,469,https://www.ebay.com/itm/225297493875?hash=item3474c6ef73:g:OqEAAOSwf2djmKAR&amdata=enc%3AAQAHAAAAoEuAhcJcLCKPov6GqzAzPlBXBk5TgkJGDsn28nb5%2FcAnYX6J4KhaoLA7f%2FAJY5dDB9civkbGZzVULb5Xe7YeZ8ox2OUSp3dOQb6M23HHa5p%2BJbDq9s%2Bv10f3sSnMEdmNDzZ%2Fvi5TWPqmcP%2FxHwyycho9qst2NLMUdWTM%2Bd2EVTtGOwtaMC1v7%2Bon4PLB78%2BDvY1p8u44mQOGK6L8l7%2Bdmps%3D%7Ctkp%3ABk9SR97Lu_unYQ
Amazing Spider-Man #120 VG- 3.5 1973,Amazing Spider-Man,120,,https://i.ebayimg.com/images/g/8HAAAOSw5Rtjm6NP/s-l500.jpg,--,3.5,Marvel,1973,,US Comics,,Bronze Age (1970-83),Comic Book,,Spider-Man,,,US ,50.00,6.60,buy_it_now,,2022-12-23,"Arlington, Texas, United States",mycomicshop,465617,https://www.ebay.com/itm/134368173996?hash=item1f48f79fac:g:8HAAAOSw5Rtjm6NP&amdata=enc%3AAQAHAAAAoOYlpmKxiUKGKQvm429a95GZP1HmlGjXnGeNgMTxkYoOqBf7kor9B6hiWDnUneoqbFQvzAyBUTjgfJps7ifo0B66Nv9e%2BT%2F%2FFbicsVTebpks33A1uDpLj7BZ8giEH5olEpjcOREWxYZh%2F6My7%2B8pO%2BTYFPIwaHWRkYmq7eZh%2F%2FMp%2Bm2Q%2BlCuTZZEqXF0PsVC7mOP1qgLZyA06Fk7lcEiDng%3D%7Ctkp%3ABk9SR97Lu_unYQ
Mixed Spiderman comic book lot. 5 Books Total. Excellent Condition!,Spider-Man,,,https://i.ebayimg.com/images/g/IpQAAOSwyZdjj1pQ/s-l500.png,--,,,,Mixed Lot,US Comics,,,Comic Book,,,,,US ,5.99,3.49,highest_bidder,2,2022-12-23,"Milford, Connecticut, United States",bayviewdesignllc,322,https://www.ebay.com/itm/155312952447?hash=item24295f947f:g:IpQAAOSwyZdjj1pQ&amdata=enc%3AAQAHAAAAoPW6LbCS9halGa7hv8McO9GHi9FoaHVJ4hO1Kb0oLrix6vem2OUc%2BgKqNqdeiRDu%2BdtDeSN1pVAomU%2BtCWdiQ1fd%2Fg18xxhj2TEz%2F18bavfAn2TJYHp5OT%2FxyW5FfWKIPNLoNxoSfVCzm0GoRjXUcBIPmu1XMAPigsd3VPVi9hPhUQNRPot69wS%2BE6CNHEpGu4kxK%2F4LNM3%2FOMEJpF7h7H4%3D%7Ctkp%3ABk9SR97Lu_unYQ
Spider-Man the Lost Hunt 1B VF Stock Image,Spider-Man the Lost Hunt,1,B,https://i.ebayimg.com/images/g/zJ4AAOSw45RjlV6w/s-l500.jpg,--,8.0,Marvel,2023,,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man,,,US ,13.00,6.60,buy_it_now,,2022-12-23,"Arlington, Texas, United States",mycomicshop,465617,https://www.ebay.com/itm/364076125152?hash=item54c4a0cbe0:g:zJ4AAOSw45RjlV6w&amdata=enc%3AAQAHAAAAoLqjrQzNCvr4pR7n%2Bjj%2BruUOqeGz5P90U6YXMZY3Coz0PycL4v8ZdwMY6017SyT7agk78g7fq7S0%2BxRa3y86iu580Jr4PY9uvbtrNdzwZJXL8oDJl%2F%2FQXwZ0JNt%2FhiaXpThStw2mv4NP4aqq8Pdvq8JxtpptoAEHv1B0L95biWrZWyWVTuSnOJcvOyoUJOceQ28fhQtv09BhdV6uhrUt%2FyM%3D%7Ctkp%3ABk9SR97Lu_unYQ
SUPERIOR SPIDER-MAN #32 CGC 9.8 YOUNG VARIANT SPIDER-VERSE MILES 1ST APP KARN,,32,,https://i.ebayimg.com/images/g/vtEAAOSwBL9foGnb/s-l500.jpg,Brand New,9.8,Marvel,,,US Comics,,Modern Age (1985-Now),,Superheroes,"Spider-Gwen, Spider-Man",Spider-Verse,,US ,139.95,0.0,buy_it_now,,2022-12-23,"Dearborn, Michigan, United States",droidragecollectibles,9521,https://www.ebay.com/itm/324429043562?hash=item4b897a576a:g:vtEAAOSwBL9foGnb&amdata=enc%3AAQAHAAAAoLw49zwUSMmIAqbGKFjrJ0DsVCpPkZReh85HyIp1iWMRI4GYKp1hFF2BjaaIOQwX5qSoZOwoWPSc18GFIqMO15XsrkQNyIkGyw9hW3KIf0FC4XWv2g%2FZlLGWmDYDc23SFHCqBvIFHT%2FoISVJtSjbNshBhJ3eyUbf1GHFozq65EQVw%2FM77ZpVP%2FarMrklHzxXpEuMM0YcS2gF3zXSo2Wwe50%3D%7Ctkp%3ABk9SR97Lu_unYQ
BATMAN SPAWN (#1) ONESHOT GREG CAPULLO 1ST PRINT COVER A (12/13/2022) DC,Batman Spawn,1,,https://i.ebayimg.com/images/g/bnUAAOSwO85jn~xF/s-l500.jpg,Brand New,9.8,DC Comics,2022,Single Issue,US Comics,"First Printing, Boarded, Limited Edition, One-shot, Special Edition",Modern Age (1992-Now),Cover Variant - A,"Action, Adventure, Crime & Thriller, Cyberpunk, Fantasy, Fiction, Science Fiction, Superheroes, Supernatural, Suspense, War","Batman, Superman, Catwoman, Deadpool, Harley Quinn, Azrael, Batgirl (Barbara Gordon), Batman (Bruce Wayne), Black Panther, Carnage, Constantine, Darth Maul, Deadshot, Deathlok, Gambit, Gwenpool, Joker, Lobo, Moon Knight, Penguin, Robin (Damian Wayne), Robin (Dick Grayson), Spider-Man (Miles Morales), Two-Face (Harvey Dent), Wolverine (Logan)",Batman Spawn,DC Universe,US ,6.99,6.50,buy_it_now,,2022-12-23,"Joliet, Illinois, United States",jewk80,1045,https://www.ebay.com/itm/144792376766?hash=item21b64c55be:g:bnUAAOSwO85jn~xF&amdata=enc%3AAQAHAAAAoOmCfWugvBmY8yGsTKwjraAon3lBrI%2BDFAVaRQKoIut0F%2BFrC3ZJF5QE8Y1%2Fw9MsC8dhY7%2FfM%2FI3qRp6HjRMKgLu3klj0EAX5G2KASPFlsxKfvm27eDsbL1RAwfa07fCalCaDmpkgHXUzTl%2Bd8SXjGgbatqVZA5IjbfQVeFZDM4C3Dha2WoZJGD%2FCbgG%2B1E3GPHVRibN2fyu2vwSt2phsuw%3D%7Ctkp%3ABk9SR97Lu_unYQ
SPIDER-MAN THE LOST HUNT #1 NEAR MINT-UNREAD! (2022),Spider-man The Lost Hunt,,,https://i.ebayimg.com/images/g/jB0AAOSw5sZjeP72/s-l500.jpg,Brand New,9.6,,2022,,,,,,,,,,US ,4.50,3.49,buy_it_now,,2022-12-22,"San Antonio, Texas, United States",the_cosmic_box,1329,https://www.ebay.com/itm/165786978075?hash=item2699ac871b:g:jB0AAOSw5sZjeP72&amdata=enc%3AAQAHAAAAoMrpfdXIHUxwfjuKDFkftYSIUwBxm7Tx9i30wi2yYD3tvDJrJ9ahVUtlmIP6UHIL3mHotu7temT9hrsZxV5bCwozsjIYY%2BbYxHf8jmSElMkaP5brTbNyEwPgWjhfjsVUBaJLpIqNSv6dC%2BFXD7J7XZ6dBcmovHRh5ntsXjQqMohFg3IIJnak2nS%2FBSetUvWNaNxds7qyFpkDrA2fHyde2Zs%3D%7Ctkp%3ABk9SR9zLu_unYQ
MILES MORALES SPIDER-MAN #1 Animation 1:10 Variant NM-,,1,,https://i.ebayimg.com/images/g/gBsAAOSwg9xjpQIw/s-l500.jpg,--,,Marvel Comics,,,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,,,,US ,80.00,0.0,buy_it_now,,2022-12-22,"Newbury Park, California, United States",comicbookempire,14431,https://www.ebay.com/itm/195529172410?hash=item2d867265ba:g:gBsAAOSwg9xjpQIw&amdata=enc%3AAQAHAAAAoJDy5yAUOBYRnSMg6TNlezt04BOaCB9gKC7%2FDzl3iNaoP7IAviJ8myFr6CBxf0sNnt2k4uba%2FwMJM4l5PWHwSENhncWPr48Etnv6zZsA7r49qNdzn%2Fv5GZqVWjLUjHTXmhgHrqj9LoJmBsI4Cs%2Bvrfy4EuQTwI2HYycm48%2BMxnNw55n%2BxVUM6m%2F458UYkG%2BprB9Sp1M7NnS0mP1YmNA8XIc%3D%7Ctkp%3ABk9SR9zLu_unYQ
Ultimate Fallout #4  2nd Print CGC 9.6 - 1st Appearance Miles Morales Spider-Man,Ultimate Fallout 4,4,,https://i.ebayimg.com/images/g/oeIAAOSwX8tjmhe4/s-l500.jpg,Like New,9.6,Marvel Comics,2011,Single Issue,US Comics,Second Printing,Modern Age (1992-Now),Comic Book,"Action, Adventure, Superheroes",Spider-Man (Miles Morales),,Marvel (MCU),US ,150.00,15.75,buy_it_now,,2022-12-22,"Tucson, Arizona, United States",tobgra-94,407,https://www.ebay.com/itm/125664204670?hash=item1d422b977e:g:oeIAAOSwX8tjmhe4&amdata=enc%3AAQAHAAAAoPh4tf%2F5vp%2BC%2FbMDP7oxOlyyI%2FYjA7I5%2Fa21Dhpu6POvh3SwWff5XS8aU53sOlGiNNOOhIylksIOwC2b65%2Fy8B1rRoFinbPq3UewCXVcx84CDv5zvkkkMr1FDUJmWSpdyosMvNQby%2Fq788NneaxY7LAAlA0ZxH%2Bd8FmhBA9KQPYgRp6X7Fgc44wC0ljoB%2FR%2F96tlL7Jaeh8mKmd6l5yUXbs%3D%7Ctkp%3ABk9SR9zLu_unYQ
* Amazing Spiderman #303 * KEY! Todd McFarlane Cover Marvel Comics 1988 … VF/NM,Amazing Spider-Man,303,,https://i.ebayimg.com/images/g/XJIAAOSwbThjn7YQ/s-l500.jpg,Very Good,9.0,Marvel Comics,1988,Single Issue,US Comics,Boarded,Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Spider-Man (Peter Parker), Sandman (Flint Marko), Silver Sable",Amazing Spider-Man,Marvel (MCU),US ,12.99,3.99,best_offer_accepted,,2022-12-23,"Terryville, Connecticut, United States",collectdoor,1422,https://www.ebay.com/itm/285080695154?hash=item4260223172:g:XJIAAOSwbThjn7YQ&amdata=enc%3AAQAHAAAAoK082O4Z9r3MGPc95Zu0g5gKM8DSKcb3CJuVxDbIBDApzL%2BaEWjRrjI0UhblT9g2Zn4gtdWaYZVyeWJR6OboF%2FJNKnyDLE%2BIGazz6gI7XW9ZUrQrfcmNpW36w8F4znlexUHqqOHBOCf1X5Bbb4NB28ZT9ppEPpEYoEM6C5Hv7wa%2Bufi3ef1Tz17rYlPYLo5A8pWu3Q93E42z7Dz98h7ec30%3D%7Ctkp%3ABk9SR97Lu_unYQ
AMAZING SPIDER-MAN Annual #1 Comic Book + 100th Anniversary # 1 Sean Ryan ,,1,,https://i.ebayimg.com/images/g/5RIAAOSwTwxfgK78/s-l500.jpg,Like New,,Marvel,,,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,Amazing Spider-Man Annual,,US ,8.95,0.0,buy_it_now,,2022-12-22,"Lathrop, California, United States",flipside5,35844,https://www.ebay.com/itm/392974315675?hash=item5b7f18309b:g:5RIAAOSwTwxfgK78&amdata=enc%3AAQAHAAAAoCbyIp8YVrnObNpzobooHjBCeo9sY2WzkgDtixB0dmENtxYFgP1PXHP1mY%2FxhSSCNXvr3DmvcoQlS8eEZcmMl11OpLhssNczdvsQeWd9gFu8ciyQENLf%2F7mYXSokJlm5LwCwQkRsP%2FRyi8LLfbeWlADMFfriB280OZFe09P9j%2FjYb667kjVoMQt9mhkg5vP5xE3A9f%2BgxswPCG3vzkTv19g%3D%7Ctkp%3ABk9SR9zLu_unYQ
