Title,Series_Title,Issue_Number,Issue_Variant,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Currency,Sale_Price,Shipping_Price,Sell_Method,Num_of_Bids,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score,listing_url
The Spectacular Spider-Man #205 : De Matteis,,,,https://i.ebayimg.com/images/g/jY4AAOSwzmZfvm6w/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,3.95,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/184553191577?hash=item2af83a3899:g:jY4AAOSwzmZfvm6w&amdata=enc%3AAQAHAAAAoCvEc0T%2F7MxBWf%2BhME7wLBuG3dHddi3yVuAz%2FeFDCHR%2FnWYndMdqYwEEieXP1l879WYg9iHaKSS02DOyy2MjZaw2FQK%2BCTkwH9NHlwm7%2B0QoEykiKeTCyPjQDjLBZwVX2Jsq5Hjsf%2B43oW%2FUn2LdEzXLg2ZDhhra5Lm46n5ZSG6nGzn0YCanhGJNOFLdW3%2BnO7xqTQwNyuSTlxaq%2FJCl8T8%3D%7Ctkp%3ABk9SR_yR7PynYQ
BATMAN SPAWN (#1) ONESHOT GREG CAPULLO 1ST PRINT COVER A (12/13/2022) DC,Batman Spawn,1,,https://i.ebayimg.com/images/g/bnUAAOSwO85jn~xF/s-l500.jpg,Brand New,9.8,DC Comics,2022,Single Issue,US Comics,"First Printing, Boarded, Limited Edition, One-shot, Special Edition",Modern Age (1992-Now),Cover Variant - A,"Action, Adventure, Crime & Thriller, Cyberpunk, Fantasy, Fiction, Science Fiction, Superheroes, Supernatural, Suspense, War","Batman, Superman, Catwoman, Deadpool, Harley Quinn, Azrael, Batgirl (Barbara Gordon), Batman (Bruce Wayne), Black Panther, Carnage, Constantine, Darth Maul, Deadshot, Deathlok, Gambit, Gwenpool, Joker, Lobo, Moon Knight, Penguin, Robin (Damian Wayne), Robin (Dick Grayson), Spider-Man (Miles Morales), Two-Face (Harvey Dent), Wolverine (Logan)",Batman Spawn,DC Universe,US ,6.99,6.50,buy_it_now,,2022-12-23,"Joliet, Illinois, United States",jewk80,1045,https://www.ebay.com/itm/144792376766?hash=item21b64c55be:g:bnUAAOSwO85jn~xF&amdata=enc%3AAQAHAAAAoOmCfWugvBmY8yGsTKwjraAon3lBrI%2BDFAVaRQKoIut0JTCiR7WmmIb%2FFKj%2BlzXnk1GNyeSu%2FLGJaMRGJmmlJahAZJPCXE6W5dQ8IXIJF7Gdn2FQcitHOYaE8jALb2%2BGS7Kf3q6DuHVwe0Ktc6MgGpFnw3vZgA1jY1N4QS0r37aeq5zNP5jinUdkHYy4ia0umlAt6DtbqoLC7OvERQ5icY8%3D%7Ctkp%3ABk9SR_qR7PynYQ
"Peter Parker The Spectacular Spider-Man Lot of 3 #29, #31, #32.  Marvel",Spectacular Spider-Man,17,,https://i.ebayimg.com/images/g/OqEAAOSwf2djmKAR/s-l500.png,--,9.0,Marvel Comics,1978,Single Issue,US Comics,"1st Edition, First Printing, Key Issue",Bronze Age (1970-83),Comic Book,"Superheroes, Action, Adventure","Spider-Man, Iceman, Spider-Man (Peter Parker), Angel (Warren Worthington III)",,Marvel (MCU),US ,5.99,10.85,highest_bidder,1,2022-12-23,"Cedar Grove, New Jersey, United States",asellers2013,469,https://www.ebay.com/itm/225297493875?hash=item3474c6ef73:g:OqEAAOSwf2djmKAR&amdata=enc%3AAQAHAAAAoEuAhcJcLCKPov6GqzAzPlBXBk5TgkJGDsn28nb5%2FcAnyNPQHaK5LQdY%2FlvnDGOPPbxNy6MxW4oFLbEzhse%2B5VmlQ93jhZ%2BQwaaP1sRb8DayMM4G%2FzT%2Bz%2FOlm448pabwZVAAb5sEx3D0Z6oOAeMb4SP24pX9lVamPiZZTCfmfWmjvi9Rt1ZJcM4cG43N%2Fm6otCYMBfvTcFe7LmzSUZHltWQ%3D%7Ctkp%3ABk9SR_qR7PynYQ
The Spectacular Spider-Man #195 : De Matteis,,,,https://i.ebayimg.com/images/g/qPIAAOSwvKZfvnI0/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,3.95,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/313316428405?hash=item48f31d4a75:g:qPIAAOSwvKZfvnI0&amdata=enc%3AAQAHAAAAoEGM62D0WIggKMfGE5edRvX0ih0mqWyFu%2Bk5d7YPK3fchC3EdcW76r0iqWIueiesk4H%2B6appW%2BapcwOayEp4mO1J1p%2FTXxy4WAHhHVm4iMAxyywHe2BqYewY7QFyTbY21H6Cx5iqJJMRi9UN9mNNOVFwQmG%2BNsu12qxw86ONdUccK1p7WuzVo6oNIuHuvNWuN1pHt%2ByrUGWiFh5opcEsjTY%3D%7Ctkp%3ABk9SR_yR7PynYQ
The Spectacular Spider-Man #194 : De Matteis,,,,https://i.ebayimg.com/images/g/ME0AAOSw0GJfvm76/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,3.95,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/313316399868?hash=item48f31cdafc:g:ME0AAOSw0GJfvm76&amdata=enc%3AAQAHAAAAoMaOZvJaZ0778pjDk7wnwjeXwpcdAHOMsfp7tGsc%2BjJ3v1cWlWrGUoS%2FashsK%2FBuxM2PCL2noSeOWmCXr8BKSMPW4kZExr9K6GBzBYFF9bTiPsbkutz%2BdJlGL8FY4MIirOBYF%2FEiXPqJgcMzsBeJnb7SgNQtEGi62cwLLcOMBgPcOko8afFQKpBVvUcNpBFkNtAj6PXYYc03NiHHjaWuDxU%3D%7Ctkp%3ABk9SR_yR7PynYQ
Spider-Man the Lost Hunt 1B VF Stock Image,Spider-Man the Lost Hunt,1,B,https://i.ebayimg.com/images/g/zJ4AAOSw45RjlV6w/s-l500.jpg,--,8.0,Marvel,2023,,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man,,,US ,13.00,6.60,buy_it_now,,2022-12-23,"Arlington, Texas, United States",mycomicshop,465622,https://www.ebay.com/itm/364076125152?hash=item54c4a0cbe0:g:zJ4AAOSw45RjlV6w&amdata=enc%3AAQAHAAAAoLqjrQzNCvr4pR7n%2Bjj%2BruUOqeGz5P90U6YXMZY3Coz0DtlWjpEu3ZE%2FGxMgVTn3DQJORzhwSaqwFDryplinkfV5Qw2jowHwBpHRQVqLDQoC%2BgyKDZGoTbNl%2FMuSa%2FPUhBx7ZaBZQBtLK7iZVYrLdQX%2BZ8zNDEIv1LwqIi5lMr5VaNHA9z8TaimucyZwd05ZhCjMPzcR1UIa5si5OcodnWU%3D%7Ctkp%3ABk9SR_qR7PynYQ
Mixed Spiderman comic book lot. 5 Books Total. Excellent Condition!,Spider-Man,,,https://i.ebayimg.com/images/g/IpQAAOSwyZdjj1pQ/s-l500.png,--,,,,Mixed Lot,US Comics,,,Comic Book,,,,,US ,5.99,3.49,highest_bidder,2,2022-12-23,"Milford, Connecticut, United States",bayviewdesignllc,322,https://www.ebay.com/itm/155312952447?hash=item24295f947f:g:IpQAAOSwyZdjj1pQ&amdata=enc%3AAQAHAAAAoPW6LbCS9halGa7hv8McO9GHi9FoaHVJ4hO1Kb0oLrixeY0vTDLpVs2iTTTZb2m8OQi%2B7QrEYqEqxt9A%2BZzbZ%2ByHNAsa4JhPGULvJyZXXxFzroQtjdyk8Xd9Xte0IG2XlsTpijmc2r%2F9S%2B078rMfmHUWYTlnD%2B4555KTxIq5Z4GvtHws7wmRqNBCImoNVlHZ60PvcUVcSR7whJ3mj6%2BbqNg%3D%7Ctkp%3ABk9SR_qR7PynYQ
Amazing Spider-Man #14B FN Stock Image,Amazing Spider-Man,14,B,https://i.ebayimg.com/images/g/kGYAAOSwE8xjmPVc/s-l500.jpg,--,6.0,Marvel,2023,,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man,,,US ,9.20,6.60,buy_it_now,,2022-12-23,"Arlington, Texas, United States",mycomicshop,465622,https://www.ebay.com/itm/314273295541?hash=item492c25ecb5:g:kGYAAOSwE8xjmPVc&amdata=enc%3AAQAHAAAAoEr2%2Br%2FiEjF4r1gLbA88nheLIW%2FtZ755fCdKx7KICQCdJbaGZiz95xzX6%2FXPrBp0EetDMNHPZ55llFEiSkz1E7xD6%2BUIvy7KFgfZJ5U3MahgqDX7b%2FaMg9kQsC%2FZHYD5ZFvROz2Zyotu4F%2BCvR34LjvvbTKAYpjnrr2f51eDMQK5CV4l54g71U6kptEN89GK2kPnIHof5Sx%2B6o2ll%2BzpfoE%3D%7Ctkp%3ABk9SR_qR7PynYQ
WEB OF SPIDER-MAN (1985) #8 - Back Issue,,,,https://i.ebayimg.com/images/g/jLUAAOSwloVhKoXI/s-l500.jpg,--,,,1985,,US Comics,,,,,,Web of Spider-Man,,C ,26.00,25.25,buy_it_now,,2022-12-23,"Hamilton, Ontario, Canada",bagboard,27,https://www.ebay.com/itm/174913400563?hash=item28b9a6aef3:g:jLUAAOSwloVhKoXI&amdata=enc%3AAQAHAAAAoFxH%2BkLHr0e7jqKx1UNwSPc%2FoNMlwWiHKzo8BgYwTkXNZQG9PuRgGfXqETkcc%2BHVaCUapAEiW1MIiXMGNqW9qXBPKE6ot9G%2BsYlDgpKw7e6%2B7JyiMQVeNALQ2LvOTiEYARLfhUO1Jr%2FAtt2GpGcy6xzEYFsjPDtmX6Q%2BC2lZ3ITIMMBIxIBBbcFF0jvpCFyxuLnJrDCruCFLGAh3zI9pA7s%3D%7Ctkp%3ABk9SR_qR7PynYQ
SUPERIOR SPIDER-MAN #32 CGC 9.8 YOUNG VARIANT SPIDER-VERSE MILES 1ST APP KARN,,32,,https://i.ebayimg.com/images/g/vtEAAOSwBL9foGnb/s-l500.jpg,Brand New,9.8,Marvel,,,US Comics,,Modern Age (1985-Now),,Superheroes,"Spider-Gwen, Spider-Man",Spider-Verse,,US ,139.95,0.0,buy_it_now,,2022-12-23,"Dearborn, Michigan, United States",droidragecollectibles,9521,https://www.ebay.com/itm/324429043562?hash=item4b897a576a:g:vtEAAOSwBL9foGnb&amdata=enc%3AAQAHAAAAoLw49zwUSMmIAqbGKFjrJ0DsVCpPkZReh85HyIp1iWMRO4PKpmcvG0L23Y7N%2Fx5Mt0UIP5TprWdUTAX45FZsMV%2BDycaQPu4UNpQHnmryfFGQNjbnaStpljEKeahpnbMqQFpcvQSR2ZF4aeiGZIeirMjjjVZMOEjqS8keqWXa8PahguKWgy1o%2BeI3nWDx%2BJXpGbcRFrz92gdvhG2zwD%2Bd%2Bus%3D%7Ctkp%3ABk9SR_qR7PynYQ
* Amazing Spiderman #303 * KEY! Todd McFarlane Cover Marvel Comics 1988 … VF/NM,Amazing Spider-Man,303,,https://i.ebayimg.com/images/g/XJIAAOSwbThjn7YQ/s-l500.jpg,Very Good,9.0,Marvel Comics,1988,Single Issue,US Comics,Boarded,Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Spider-Man (Peter Parker), Sandman (Flint Marko), Silver Sable",Amazing Spider-Man,Marvel (MCU),US ,12.99,3.99,best_offer_accepted,,2022-12-23,"Terryville, Connecticut, United States",collectdoor,1422,https://www.ebay.com/itm/285080695154?hash=item4260223172:g:XJIAAOSwbThjn7YQ&amdata=enc%3AAQAHAAAAoK082O4Z9r3MGPc95Zu0g5gKM8DSKcb3CJuVxDbIBDApij4QbodgE%2FdWeHn6DKM%2F%2BMNl1CFHUi4uzY6rP6JF7aFNuj7S%2BcPcxtmGyGDvduuYKi4vZGtIRU8Y4RgvtzjT3nkjW3yTU6XTqY0wMm0hH3ewBKHAQ%2Brtw%2BAyt79uSzRDDWrq%2B%2Fjr9ouePO1F%2Fwz5P%2BKlZD2vw7IpvG%2B%2BA8KQUZg%3D%7Ctkp%3ABk9SR_qR7PynYQ
Spider-Man the Manga #1 Marvel Imports 1st English Printing 1997 Anime Japanese,Spider-Man the Manga,1,,https://i.ebayimg.com/images/g/yikAAOSwFrJjKewg/s-l500.jpg,Acceptable,4.0,Marvel Comics,1997,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, Key Issue",Modern Age (1992-Now),Cover Variant - A,"Action, Adventure, Shonen, Superheroes","Electro, Spider-Man",,"Marvel (MCU), Marvel Mangaverse",US ,12.99,4.99,buy_it_now,,2022-12-23,"Denver, North Carolina, United States",dagashiyausa,11,https://www.ebay.com/itm/354290066914?hash=item527d5565e2:g:yikAAOSwFrJjKewg&amdata=enc%3AAQAHAAAAoPk2Agw%2FpCAMN3VLejga%2F31bKoB3JeKznyQP%2BbTYR6gNy%2BM1CKvqViqW%2BKlsL62mX0Fquc8ZLSX7v9HP87p2i1BQeqVYNosqhwWY%2BdYwjamQPD1bzf4HKc0ggaORTHlWVJ2AW%2FKaDixx605gbzWekS6%2B27a8sFWP6%2FsvQdZa%2F2pP8aUsVQd4INYcz3OLYMlmiIQBA%2BwlQ3cZzee5OIWXcRY%3D%7Ctkp%3ABk9SR_qR7PynYQ
Peter Parker The Spectacular Spider-Man #24 -1st Hypno-Hustler Donald Glover VF+,The Spectacular Spider-Man,24,,https://i.ebayimg.com/images/g/BrAAAOSwJUBjpMTZ/s-l500.jpg,Like New,,Marvel Comics,1978,Single Issue,US Comics,First Printing,Bronze Age (1970-83),Comic Book,Superheroes,"Spider-Man (Peter Parker), Hypno-hustler",,Marvel (MCU),US ,59.99,5.00,buy_it_now,,2022-12-23,"Jacksonville, Florida, United States",ironicspidercomics,546,https://www.ebay.com/itm/385309265818?hash=item59b638cf9a:g:BrAAAOSwJUBjpMTZ&amdata=enc%3AAQAHAAAA4EBrAp60AEsYSG6xwu1osj59Ps48583%2B1Eul78LSn%2FhEvu01HvU2fEgP65M8fSrUwuxEzVDw3r%2FrH6JbSPNYHue521ZQdo0Cc1xzXaFzTYZnAY%2BO95IgcGnh5j1zf8bYPubGHCQqWcCQNRzYEACyDNFb2AUoiE8b%2BlXpNFYf43%2FDRfBAb5J%2BrefyiX6qkVc%2BALXLyzpPfSWhn7xE6W1JMl5cZfkNW9ryabOMDm4%2FgR%2BN95BFgFF2v87Wtg3ZP13pED8ZDMRF03g7JJBhrCDQpd1TOv6C8OGrtuDcJv2Jd2K5%7Ctkp%3ABk9SR_6R7PynYQ
SPIDERMAN AMAZING #148 VF (8.0) SEPTEMBER 1975 CLONE SAGA MARVEL COMICS **,,,,https://i.ebayimg.com/images/g/CtEAAOSwz2piGLcb/s-l500.jpg,Very Good,,,,,,,,,,,,,GBP,49.99,12.99,buy_it_now,,2022-12-23,"Saltney, Chester, Cheshire, United Kingdom",silver-acre,158559,https://www.ebay.com/itm/134035179787?hash=item1f351e890b:g:CtEAAOSwz2piGLcb&amdata=enc%3AAQAHAAAAoI%2FQ3LoHcSu4PTVKEfzJT6%2BsbwZSnyruMmKdlFXbKA1o2Ol9vFy785y4lpKqvS0fOO4tXaVX%2FqsYP1n7J71bdAOS9vJNIVQNZTntMKbK88eqz0pRFvgic8xqPeHY9gU5FfNehUhPquUAbI0Ne6MlqP0a3IQpneg9j0xNzsdpaQ7M219mRG46lOuX2qiSKi3mBvhS%2BrZ5LcDI9Ca9LkjqRzs%3D%7Ctkp%3ABk9SR_6R7PynYQ
Web of Spider-Man #3 1985 VF-NM - Vulture,Web of Spider-Man,16,,https://i.ebayimg.com/images/g/uWQAAOSw57pjIe31/s-l500.jpg,Very Good,9.0,Marvel Comics,1985,Single Issue,US Comics,First Printing,Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Spider-Man (Peter Parker), Vulture (Adrian Toomes)",,Marvel (MCU),US ,3.00,4.16,highest_bidder,1,2022-12-23,"Siler City, North Carolina, United States",ljo_joe_szzxpztfjh,73,https://www.ebay.com/itm/334664569000?hash=item4deb9010a8:g:uWQAAOSw57pjIe31&amdata=enc%3AAQAHAAAAoIcU6h18tz79Gf4hsYXuMRiLrKNxrv9OqsmmWMBgV1mgdnXsGfzYdrGFSD%2FYHLkquKaBN1nUB0KpEB3eNTXSUWpuXmgRiRjX55F0iyA9cU%2FQdZoXYRMkKku8Ywi7nfx6w8jX0d7s7TzHm3Ca3FHMpe0AqAERNGRwu6ugtO84uQNROXVMWaUU%2FiJywslgdk2OsdZ1TYOdFjQCySHmkG07RYo%3D%7Ctkp%3ABk9SR_6R7PynYQ
MILES MORALES SPIDER-MAN #40 PREDATOR VARIANT NM SPIDER-SMASHER PROWLER SELIM,MILES MORALES SPIDER-MAN,40,,https://i.ebayimg.com/images/g/q~kAAOSwrfxik5Y7/s-l500.jpg,Brand New,,MARVEL,2022,Single Issue,US Comics,"Bagged, Boarded",Modern Age (1985-Now),Comic Book,"Action/Adventure, Action, Superheroes",Spider-Man,,Marvel (MCU),US ,4.99,4.99,buy_it_now,,2022-12-23,"Union City, New Jersey, United States",milkbone88,8404,https://www.ebay.com/itm/155015095576?hash=item24179ea518:g:q~kAAOSwrfxik5Y7&amdata=enc%3AAQAHAAAA4MScSqpfpTQkttsEQ%2FgZkKx7uLrKRm5AxB4zR2y5J%2BJtZsBcY0SjFbw1wsKaD9CyM1X8lvf%2FqWG%2Bx1FzHfGCNtHpntRTLdcEPE80FTUuuYIKmBbZryK38ILIw04qJ6BkGYBnAMgQ2LoeWo6ImeoELQb7G%2B%2Fkyl%2FAR3938oD0ps7kvIAdeiwlUD0vtxmgmaQCY1ww56X%2FAk7GYfhGQRQ8MSVrfxvs76JqybV3E%2Fv8Twn8QVNk4aKaX%2Bg%2Fr%2FyUhGVUmAx79z1x0peDI0Rj4brTCvGMmDORCTSQfeIWtnlqmaTL%7Ctkp%3ABk9SR_6R7PynYQ
Untold Tales Of Spider-Man #11 : Busiek,,,,https://i.ebayimg.com/images/g/lHoAAOSwhodfvm5x/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,2.50,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/184553190843?hash=item2af83a35bb:g:lHoAAOSwhodfvm5x&amdata=enc%3AAQAHAAAAoIJy1eveXSGVHP5ifYmNdJTPqw%2BjBXfp8Nf%2BvSBgrSXvsdcs9GVKww9S0iYZI3rd%2Fs0eVj8g4nA7BmOUVXJZs%2BEUOIFqtkmyrOy2nLNG1F3pSdu3bRcX8ed9n1OtCS7ZQLVb4nuRDDey6O1OY3DpFPPD3qb2ica1vLwiWMXpteUnjfJdfPPZ9RFf9ghgHkcnFa6CrjQQ64lQuk57MGHTFT0%3D%7Ctkp%3ABk9SR_yR7PynYQ
The Amazing Spider-Man #280 Sinister Syndicate Newsstand Edition,Amazing Spider-Man,280,,https://i.ebayimg.com/images/g/ma0AAOSwRMhjjm9P/s-l500.jpg,Like New,,Marvel,1986,Single Issue,US Comics,First Printing,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US ,6.99,5.25,buy_it_now,,2022-12-23,"Canonsburg, Pennsylvania, United States",stew1974,3698,https://www.ebay.com/itm/374390141212?hash=item572b64311c:g:ma0AAOSwRMhjjm9P&amdata=enc%3AAQAHAAAAoNbT%2F4AYrHevI2tYb4LIKTzlGS4a5RFgoK6e3B8ncHtAEKeYKzdwbI80XhQA9IIduor6nq2c%2FsodMmrAjrdA9%2FGv%2FgtBh%2BpbpOBLdq1W78ny6OQ%2FIuao5YIqP%2BrBxhU85LBo%2Bbeay5qUnCfQK7FKz00AToforUmOJcDtdxaLim9Tj4CQfUHB2cP%2BZDylMNgW9El8fCD00zkIT9cSIUPY45s%3D%7Ctkp%3ABk9SR_yR7PynYQ
"Amazing Spider-Man #137 (1974) CGC 9.8  OW/W  Conway - Kane   ""Green Goblin""",1,137,,https://i.ebayimg.com/images/g/hq0AAOSwDgpjpTyC/s-l500.jpg,--,9.8,Marvel Comics,1974,Softcover,US Comics,1st Print,Bronze Age (1970-84),Comic Book,Superheroes,Spider-Man - Green Goblin,,Marvel (MCU),US ,599.99,0.0,best_offer_accepted,,2022-12-23,"Barnegat, New Jersey, United States",madcapcomics,21575,https://www.ebay.com/itm/354472005711?hash=item52882d904f:g:hq0AAOSwDgpjpTyC&amdata=enc%3AAQAHAAAAoENYhtly9OIF3lysDDWS1UCTDCdrDUR8f7KT%2FzGisSOOEnjL6MSN0sJnJg0%2Bi48EBZ9TySJxm0mxpCZPgrKmLrgxhBpmryLif55Y9DIgFzlyViMRqXdol5PWwEfIPuW3zrEjqdfMsvUZzVpwl5WDUH2L8iExoLDGKsSM7mxCCsmHrpSpGOSOwzgTDp57gSP7z5F85ABgOFNJ0LxFFviOExo%3D%7Ctkp%3ABk9SR_yR7PynYQ
"Peter Parker The Spectacular Spider-Man Lot of 3 #24, #25, #26.  Marvel.  1978",Spectacular Spider-Man,17,,https://i.ebayimg.com/images/g/g98AAOSwuYJjmJ3G/s-l500.png,--,9.0,Marvel Comics,1978,Single Issue,US Comics,"1st Edition, First Printing, Key Issue",Bronze Age (1970-83),Comic Book,"Superheroes, Action, Adventure","Spider-Man, Iceman, Spider-Man (Peter Parker), Angel (Warren Worthington III)",,Marvel (MCU),US ,127.50,10.85,highest_bidder,33,2022-12-23,"Cedar Grove, New Jersey, United States",asellers2013,469,https://www.ebay.com/itm/225297481790?hash=item3474c6c03e:g:g98AAOSwuYJjmJ3G&amdata=enc%3AAQAHAAAAoMTYy4TYbf9YPZSA1XWUIHOXIHDDGCoYH7a4BTLrt%2FN3wIlxEE1MFlA%2FfeYNbdqhSYERcuIhl603LmamBJIHaf%2Bygkpj%2FDYi2xDpsUvLIHBQViLGwjqE4exB4nIHsz%2FhYe67yXCvNzL%2FWyRxBaQM0UhbT1oywlDOZQug%2FsIM9IHibG%2FXCHOO15cJjIacEgZ19LYY7I%2B79hxqIrygTcmLGeQ%3D%7Ctkp%3ABk9SR_6R7PynYQ
Untold Tales Of Spider-Man #11 : Busiek,,,,https://i.ebayimg.com/images/g/HGcAAOSw8d5fvm7L/s-l500.jpg,--,,Marvel,,Comic,,,,,,,,,GBP,2.50,10.00,buy_it_now,,2022-12-23,"New Mills, United Kingdom",high-street-books,28194,https://www.ebay.com/itm/184553191817?hash=item2af83a3989:g:HGcAAOSw8d5fvm7L&amdata=enc%3AAQAHAAAAoM4wacjMVDJW1fTc2ryhW42NuSUMqc62ps7wAUmRaVgDzX5M9D5y7WXh%2FJzMilcuezZaZMVqLX8m9AnavIxhjKWPD2fGdIO52VIV%2BLgNYKvCwIUNTGQqG3thBKdcEWETOwntVMuvIQUnNcys%2Bwe1ny9a7JIjRLl4uetE1prFPqNIMR2waneMLbtxUFNj3iYEIXXPAuYKVkoYOw%2BWZrTw15k%3D%7Ctkp%3ABk9SR_yR7PynYQ
AMAZING SPIDER-MAN #1 12/2022 NM/NM- FACSIMILE REPRINT MARVEL COMICS,Amazing Spider-Man,1,,https://i.ebayimg.com/images/g/cHwAAOSwpCVjOL6L/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,"Boarded, Reprint, Bagged",Modern Age (1992-Now),AMAZING SPIDER-MAN 1 FACSIMILE EDITION,"Action, Adventure, Classics, Fantasy, Superheroes",Spider-Man (Peter Parker),,Marvel (MCU),US ,14.99,5.75,buy_it_now,,2022-12-23,"Overland Park, Kansas, United States",greenpathcomics1,1190,https://www.ebay.com/itm/234830810594?hash=item36ad01cde2:g:cHwAAOSwpCVjOL6L&amdata=enc%3AAQAHAAAA4FFpXG8p234NdJKsCTMX4RyKo0FKmuS6Xlev0SdeGqCPEgFc6zR87dE3k%2FHNopBt3Yd%2BqpRX%2FekLN%2BAo6lC6cg1OG4BpOAgxyEmnGZ3brCWR6R%2FE156Urq6N5RT3M8pAtlRur%2B1uKKZylr4V9%2BPPo%2FUYaCVQF7NOKWOJ2gM%2BDLyUGXQ8LGGeUvjiVMV5NluQ6XMH%2FbJDr5Bd%2FDiJ2YFfKN9KX06VoNpyIT%2BuvfoijPElxQbOv%2Fe%2FWQzVMoBG5X2jMsUn%2BM3FFHYPloKC53BNWIr1dUjLUYrMzLl4k7dYutgr%7Ctkp%3ABk9SR_yR7PynYQ
Spider-Man Peter Parker Back in Black Matt Fraction  Marvel HC NO DUST JACKET,Peter Parker,,,https://i.ebayimg.com/images/g/ZkAAAOSw9gVjY8I-/s-l500.jpg,Acceptable,,"Marvel Worldwide, Incorporated",2007,Hardcover,US Comics,Dust Jacket,Modern Age (1992-Now),,Comics & Graphic Novels,Spider-Man,,Marvel (MCU),US ,18.50,8.99,best_offer_accepted,,2022-12-23,"Hinesville, Georgia, United States",jeszet2,180,https://www.ebay.com/itm/354372858337?hash=item528244b1e1:g:ZkAAAOSw9gVjY8I-&amdata=enc%3AAQAHAAAAoPbjb%2F6wkOibVo1O7ru%2BLFc2fdH1RXGFSxZS8tmuBvQLeRxNfWJVh1W4RVfIL4YuWsbxYlB96ghn8IIhZMC3dyaCK1l5YexWB7HFo53Ko5TnJrfP51a9WYBjw39WZ7sBc6pdtwG%2BwZFbj71mRzJhA333FufYRimxvm3HMZKbKb2kvZaTp%2BfRMOm%2Fv1DIx349kmWeAAItTOSJ60I7GANYx0U%3D%7Ctkp%3ABk9SR_yR7PynYQ
The Sensational Spider-Man #0 | Lenticular Cover | 1996  | Jurgens,The Sensational Spider-Man,,,https://i.ebayimg.com/images/g/mw8AAOSwKA5jn0DH/s-l500.jpg,Like New,,Marvel Comics,1996,,US Comics,Limited Virgin Variant,,Comic Book,,Spider-Man,The Sensational Spider-Man,,US ,10.00,3.49,buy_it_now,,2022-12-23,"Rego Park, New York, United States",zavalasemporium,437,https://www.ebay.com/itm/404061175899?hash=item5e13ec405b:g:mw8AAOSwKA5jn0DH&amdata=enc%3AAQAHAAAAoL477L5uxpL40qHDvKkQ2T4%2B0itnctI1%2BRWWydSxKoQEMgwTS8UD3hpORRA1w%2FpM918MbHdr3uMcdTPhoiasYZ%2Fn4oz0WpUwAppaC4um08T5wIDj5mSUAIKsAiF8HRSoPBefC8qgRCjO7KO0h%2F%2FrLNgGqynYIHb4INsgUkgYIywgGua%2BA%2BiYslMp3iXH%2Fvyd9Pgc6Q7m4wbXaWNfP2X2230%3D%7Ctkp%3ABk9SR_yR7PynYQ
Amazing Spider-Man National Diamond #119NDS GD 2.0 1973,Amazing Spider-Man National Diamond,119,NDS,https://i.ebayimg.com/images/g/4WwAAOSwM8VjhkYl/s-l500.jpg,--,2.0,Marvel,1973,,,,Bronze Age (1970-83),Comic Book,,Spider-Man,,,US ,47.00,6.60,buy_it_now,,2022-12-23,"Arlington, Texas, United States",mycomicshop,465622,https://www.ebay.com/itm/314251352997?hash=item492ad71ba5:g:4WwAAOSwM8VjhkYl&amdata=enc%3AAQAHAAAAoN4fm9uKpv6dkoZsRQATYOvk30Agyqm9MXMgqs0RFz7ExHwgVFY5PyaTHICR5Ljf1LL6KpnzD2orWDEZxOZdl3Zmm1D1HPw6MG0fSaWzs%2BsZSz8TI4iSG8gi7ZD4PgBfQzkl5RbngttrRAckKmZek6UpMAlhOi9yVo5vQTsWMaSkDRAWcpZMdo0esLv6GEevMP7DjW0HAkRSBmDvCRtGSi0%3D%7Ctkp%3ABk9SR_yR7PynYQ
